ID_CLIENTE,SAFRA_REF,INADIMPLENTE
6964108750473070287,2021-09,2.20%
6964108750473070287,2021-09,4.02%
6964108750473070287,2021-09,5.70%
6964108750473070287,2021-09,4.55%
6964108750473070287,2021-09,4.55%
6964108750473070287,2021-09,4.02%
6964108750473070287,2021-09,4.02%
6964108750473070287,2021-09,2.70%
6964108750473070287,2021-09,4.02%
6964108750473070287,2021-09,34.03%
6964108750473070287,2021-09,34.03%
6964108750473070287,2021-09,2.70%
6964108750473070287,2021-09,34.03%
6964108750473070287,2021-09,3.05%
6964108750473070287,2021-09,34.03%
6964108750473070287,2021-09,34.03%
6964108750473070287,2021-10,1.25%
6964108750473070287,2021-10,2.07%
6964108750473070287,2021-10,1.25%
6964108750473070287,2021-10,2.07%
6964108750473070287,2021-10,2.07%
6964108750473070287,2021-10,2.07%
6964108750473070287,2021-10,23.47%
6964108750473070287,2021-10,23.47%
6964108750473070287,2021-10,1.25%
6964108750473070287,2021-10,2.07%
6964108750473070287,2021-10,2.07%
6964108750473070287,2021-10,2.07%
6964108750473070287,2021-10,23.47%
6964108750473070287,2021-10,2.07%
6964108750473070287,2021-10,1.47%
6964108750473070287,2021-10,2.44%
6964108750473070287,2021-10,3.54%
6964108750473070287,2021-10,2.44%
6964108750473070287,2021-10,0.99%
6964108750473070287,2021-10,2.44%
6964108750473070287,2021-10,2.44%
6964108750473070287,2021-10,2.44%
6964108750473070287,2021-10,1.47%
6964108750473070287,2021-10,26.56%
6964108750473070287,2021-10,26.56%
6964108750473070287,2021-10,26.56%
6964108750473070287,2021-10,26.56%
1000372849175668062,2021-09,1.47%
1000372849175668062,2021-10,0.90%
1000372849175668062,2021-10,0.49%
1308019675417057675,2021-09,6.08%
1308019675417057675,2021-09,12.52%
1308019675417057675,2021-10,4.77%
1308019675417057675,2021-10,3.10%
1308019675417057675,2021-10,4.77%
4714214581184951490,2021-09,1.28%
4714214581184951490,2021-09,1.38%
4714214581184951490,2021-09,2.00%
4714214581184951490,2021-10,7.57%
2634859679238614382,2021-09,0.12%
2634859679238614382,2021-09,0.14%
2634859679238614382,2021-09,1.53%
2634859679238614382,2021-09,1.53%
2634859679238614382,2021-09,0.17%
2634859679238614382,2021-10,0.19%
2634859679238614382,2021-10,32.31%
459290606780222306,2021-09,3.81%
459290606780222306,2021-09,3.81%
459290606780222306,2021-09,5.74%
459290606780222306,2021-09,3.81%
459290606780222306,2021-09,5.74%
459290606780222306,2021-09,9.56%
459290606780222306,2021-09,5.74%
459290606780222306,2021-09,5.74%
459290606780222306,2021-09,3.81%
459290606780222306,2021-10,0.20%
459290606780222306,2021-10,0.13%
459290606780222306,2021-10,0.33%
459290606780222306,2021-10,0.44%
459290606780222306,2021-10,0.22%
459290606780222306,2021-10,0.13%
6145308913889808258,2021-09,0.05%
6145308913889808258,2021-09,0.12%
3137879241768961145,2021-09,0.13%
3137879241768961145,2021-09,0.35%
3137879241768961145,2021-10,1.97%
8919892162361650175,2021-09,11.47%
8919892162361650175,2021-09,16.66%
8919892162361650175,2021-10,6.82%
8919892162361650175,2021-10,5.10%
8919892162361650175,2021-10,4.31%
8919892162361650175,2021-10,6.82%
3285246914299291124,2021-09,1.53%
3285246914299291124,2021-09,1.53%
3285246914299291124,2021-09,1.35%
3285246914299291124,2021-09,2.24%
3285246914299291124,2021-09,2.24%
3285246914299291124,2021-10,0.40%
3285246914299291124,2021-10,1.43%
7268895973869107930,2021-09,0.71%
7268895973869107930,2021-09,0.71%
7268895973869107930,2021-09,0.87%
7268895973869107930,2021-09,0.71%
7268895973869107930,2021-09,0.63%
7268895973869107930,2021-10,0.77%
7268895973869107930,2021-10,0.43%
7268895973869107930,2021-10,0.49%
274692171162531764,2021-09,0.40%
274692171162531764,2021-09,0.40%
274692171162531764,2021-09,0.48%
274692171162531764,2021-09,0.40%
274692171162531764,2021-09,0.48%
274692171162531764,2021-10,0.46%
274692171162531764,2021-10,0.27%
274692171162531764,2021-10,0.41%
274692171162531764,2021-10,0.40%
274692171162531764,2021-10,0.22%
7686361238195690925,2021-09,0.72%
7686361238195690925,2021-10,0.88%
7686361238195690925,2021-10,15.75%
7686361238195690925,2021-10,0.88%
7686361238195690925,2021-10,0.88%
5888474320320735000,2021-09,3.00%
5888474320320735000,2021-09,9.83%
5888474320320735000,2021-09,3.00%
5888474320320735000,2021-09,3.52%
5888474320320735000,2021-10,16.15%
5888474320320735000,2021-10,16.15%
5888474320320735000,2021-10,1.80%
4045739494965095560,2021-09,0.15%
4045739494965095560,2021-09,0.17%
4045739494965095560,2021-09,0.15%
4045739494965095560,2021-09,0.17%
4045739494965095560,2021-09,0.17%
4045739494965095560,2021-09,0.25%
4045739494965095560,2021-09,0.25%
4045739494965095560,2021-09,0.27%
4045739494965095560,2021-09,0.23%
4045739494965095560,2021-09,0.23%
4045739494965095560,2021-09,0.27%
4045739494965095560,2021-09,0.27%
4045739494965095560,2021-09,0.25%
4045739494965095560,2021-09,0.25%
4045739494965095560,2021-10,0.59%
4045739494965095560,2021-10,0.42%
4045739494965095560,2021-10,0.37%
4045739494965095560,2021-10,0.59%
4045739494965095560,2021-10,0.59%
4045739494965095560,2021-10,0.59%
4045739494965095560,2021-10,0.54%
4045739494965095560,2021-10,0.54%
8926565682509268383,2021-09,0.72%
8926565682509268383,2021-09,1.13%
8926565682509268383,2021-09,1.09%
8926565682509268383,2021-09,1.42%
8926565682509268383,2021-09,1.01%
8926565682509268383,2021-10,2.61%
8926565682509268383,2021-10,1.64%
8926565682509268383,2021-10,2.64%
8926565682509268383,2021-10,2.61%
8926565682509268383,2021-10,2.61%
8926565682509268383,2021-10,2.64%
8926565682509268383,2021-10,2.61%
8926565682509268383,2021-10,2.61%
6858769421191999702,2021-09,0.37%
6858769421191999702,2021-09,1.25%
6858769421191999702,2021-09,2.11%
6858769421191999702,2021-09,2.11%
6858769421191999702,2021-09,1.25%
3382624494518753363,2021-09,35.96%
3382624494518753363,2021-09,88.16%
3382624494518753363,2021-09,35.70%
3382624494518753363,2021-09,35.70%
3382624494518753363,2021-09,33.12%
8213533889694327948,2021-09,0.10%
8213533889694327948,2021-09,0.10%
8213533889694327948,2021-09,0.10%
8213533889694327948,2021-09,0.10%
8213533889694327948,2021-10,0.40%
8213533889694327948,2021-10,0.04%
1551531256789550891,2021-09,0.29%
1551531256789550891,2021-09,1.00%
1551531256789550891,2021-09,0.68%
1551531256789550891,2021-09,0.62%
1551531256789550891,2021-10,0.71%
8939476669690489534,2021-09,0.74%
8939476669690489534,2021-09,0.74%
8939476669690489534,2021-09,0.74%
8939476669690489534,2021-10,0.44%
1956406515279457110,2021-09,1.34%
1956406515279457110,2021-09,44.37%
1956406515279457110,2021-10,2.50%
1956406515279457110,2021-10,4.14%
984915269987074754,2021-09,0.36%
984915269987074754,2021-09,0.64%
984915269987074754,2021-09,0.64%
984915269987074754,2021-10,0.17%
984915269987074754,2021-10,0.29%
984915269987074754,2021-10,0.33%
984915269987074754,2021-10,0.15%
968199235777440720,2021-09,1.84%
968199235777440720,2021-09,1.85%
968199235777440720,2021-09,1.73%
968199235777440720,2021-09,1.85%
968199235777440720,2021-09,2.83%
968199235777440720,2021-09,2.83%
968199235777440720,2021-09,2.55%
968199235777440720,2021-10,1.21%
968199235777440720,2021-10,2.37%
968199235777440720,2021-10,3.63%
968199235777440720,2021-10,2.37%
8173830874846355280,2021-09,2.05%
8173830874846355280,2021-09,1.68%
8173830874846355280,2021-09,1.57%
8173830874846355280,2021-09,1.41%
8173830874846355280,2021-09,1.57%
8173830874846355280,2021-09,1.70%
8173830874846355280,2021-09,1.57%
8173830874846355280,2021-09,1.35%
8173830874846355280,2021-09,1.42%
8173830874846355280,2021-09,1.35%
8173830874846355280,2021-10,1.37%
8173830874846355280,2021-10,1.58%
8173830874846355280,2021-10,1.58%
8173830874846355280,2021-10,1.88%
8173830874846355280,2021-10,1.80%
8173830874846355280,2021-10,1.72%
8173830874846355280,2021-10,1.58%
8173830874846355280,2021-10,1.12%
8173830874846355280,2021-10,91.95%
8173830874846355280,2021-10,1.34%
8173830874846355280,2021-10,1.12%
8173830874846355280,2021-10,1.23%
8173830874846355280,2021-10,0.89%
8173830874846355280,2021-10,0.89%
3634047863995720708,2021-09,0.25%
3634047863995720708,2021-09,0.25%
3634047863995720708,2021-09,0.17%
3634047863995720708,2021-10,0.04%
3634047863995720708,2021-10,0.05%
3634047863995720708,2021-10,0.04%
3634047863995720708,2021-10,0.04%
1253437108265925705,2021-09,2.25%
1253437108265925705,2021-09,1.01%
1253437108265925705,2021-09,2.74%
1253437108265925705,2021-09,2.74%
5373371196946859811,2021-09,0.27%
5373371196946859811,2021-09,0.33%
5373371196946859811,2021-10,1.50%
5373371196946859811,2021-10,1.11%
5373371196946859811,2021-10,1.52%
5373371196946859811,2021-10,1.50%
2493688222671282470,2021-09,4.75%
2493688222671282470,2021-09,2.23%
2493688222671282470,2021-10,9.07%
5481711897502154955,2021-09,0.19%
5481711897502154955,2021-09,0.19%
5481711897502154955,2021-09,0.65%
5481711897502154955,2021-09,0.19%
5481711897502154955,2021-10,0.83%
3095686599956852697,2021-09,0.17%
3095686599956852697,2021-09,0.05%
3095686599956852697,2021-09,0.05%
3095686599956852697,2021-09,0.19%
3095686599956852697,2021-09,0.07%
3095686599956852697,2021-09,0.07%
3095686599956852697,2021-10,0.08%
3095686599956852697,2021-10,0.13%
3095686599956852697,2021-10,0.18%
6471448246085839373,2021-09,0.05%
6471448246085839373,2021-09,0.08%
6471448246085839373,2021-09,0.06%
6471448246085839373,2021-10,0.07%
4018182555897034052,2021-09,2.72%
4018182555897034052,2021-09,0.29%
4018182555897034052,2021-09,3.10%
4018182555897034052,2021-09,0.29%
4018182555897034052,2021-10,4.24%
4018182555897034052,2021-10,4.24%
4018182555897034052,2021-10,0.75%
4018182555897034052,2021-10,0.75%
4018182555897034052,2021-10,2.45%
4863405965754103821,2021-09,1.70%
4863405965754103821,2021-09,1.70%
4863405965754103821,2021-09,1.70%
4863405965754103821,2021-10,1.46%
4863405965754103821,2021-10,9.37%
4863405965754103821,2021-10,0.76%
6617479989097680138,2021-09,2.15%
6617479989097680138,2021-09,0.84%
6617479989097680138,2021-10,52.43%
3140918607946425426,2021-09,0.14%
3140918607946425426,2021-09,0.14%
3140918607946425426,2021-09,0.14%
3140918607946425426,2021-09,0.35%
5880041582322293710,2021-09,2.02%
5880041582322293710,2021-09,2.98%
5880041582322293710,2021-09,2.70%
5880041582322293710,2021-09,2.72%
5880041582322293710,2021-09,2.72%
5880041582322293710,2021-09,2.72%
5880041582322293710,2021-10,1.91%
5880041582322293710,2021-10,1.64%
3281617395243454427,2021-09,0.94%
3281617395243454427,2021-09,2.04%
6053752047545474051,2021-09,0.45%
6053752047545474051,2021-09,0.45%
6053752047545474051,2021-09,0.39%
6053752047545474051,2021-09,0.43%
6053752047545474051,2021-09,0.26%
6053752047545474051,2021-10,4.18%
6053752047545474051,2021-10,4.65%
6053752047545474051,2021-10,4.18%
6053752047545474051,2021-10,4.68%
6053752047545474051,2021-10,6.15%
6053752047545474051,2021-10,1.61%
6053752047545474051,2021-10,4.18%
6053752047545474051,2021-10,1.61%
6053752047545474051,2021-10,2.80%
6053752047545474051,2021-10,2.80%
6053752047545474051,2021-10,1.07%
7751080728852739823,2021-09,0.63%
7751080728852739823,2021-09,0.75%
7751080728852739823,2021-10,0.76%
7751080728852739823,2021-10,0.25%
7751080728852739823,2021-10,1.04%
7751080728852739823,2021-10,0.48%
7751080728852739823,2021-10,0.76%
7751080728852739823,2021-10,0.76%
7751080728852739823,2021-10,1.32%
7751080728852739823,2021-10,0.34%
1788369195969129749,2021-09,0.13%
1788369195969129749,2021-09,0.30%
1788369195969129749,2021-10,0.24%
819552547620904652,2021-09,86.72%
819552547620904652,2021-09,4.63%
819552547620904652,2021-10,1.23%
819552547620904652,2021-10,3.91%
819552547620904652,2021-10,1.23%
819552547620904652,2021-10,1.23%
1192810733461560329,2021-09,1.96%
1192810733461560329,2021-09,0.76%
2451708306555441014,2021-09,0.45%
2451708306555441014,2021-09,0.26%
2451708306555441014,2021-09,0.45%
2451708306555441014,2021-09,0.45%
2451708306555441014,2021-10,0.41%
5487870288449327165,2021-09,0.79%
8529899700094903171,2021-09,1.39%
8529899700094903171,2021-09,1.28%
8529899700094903171,2021-09,0.77%
8529899700094903171,2021-09,0.77%
8529899700094903171,2021-09,1.39%
8529899700094903171,2021-09,0.77%
8529899700094903171,2021-09,1.39%
8529899700094903171,2021-09,1.39%
8529899700094903171,2021-09,1.39%
8529899700094903171,2021-09,1.39%
8529899700094903171,2021-09,1.39%
8529899700094903171,2021-09,1.39%
8529899700094903171,2021-09,1.39%
8529899700094903171,2021-09,0.77%
8529899700094903171,2021-09,1.39%
8529899700094903171,2021-10,1.22%
8529899700094903171,2021-10,0.84%
8529899700094903171,2021-10,0.84%
8529899700094903171,2021-10,0.86%
8529899700094903171,2021-10,0.86%
8529899700094903171,2021-10,0.86%
8529899700094903171,2021-10,0.86%
8529899700094903171,2021-10,0.86%
8529899700094903171,2021-10,0.59%
8529899700094903171,2021-10,1.65%
660382477567765256,2021-09,1.42%
660382477567765256,2021-09,2.45%
660382477567765256,2021-09,2.15%
660382477567765256,2021-10,12.09%
660382477567765256,2021-10,2.53%
7325545718770538459,2021-09,1.28%
7325545718770538459,2021-09,1.28%
7325545718770538459,2021-09,1.28%
7325545718770538459,2021-09,1.28%
7325545718770538459,2021-09,2.05%
7325545718770538459,2021-09,2.54%
7325545718770538459,2021-09,2.05%
7325545718770538459,2021-09,2.54%
7325545718770538459,2021-09,2.54%
7325545718770538459,2021-10,1.55%
7325545718770538459,2021-10,1.55%
7325545718770538459,2021-10,1.55%
7325545718770538459,2021-10,1.52%
7325545718770538459,2021-10,0.91%
7325545718770538459,2021-10,1.52%
7325545718770538459,2021-10,1.52%
1533755281771668509,2021-09,2.73%
1533755281771668509,2021-09,3.15%
1533755281771668509,2021-10,1.48%
2407532237672094312,2021-09,0.42%
2407532237672094312,2021-09,0.56%
2407532237672094312,2021-09,0.56%
2407532237672094312,2021-09,0.17%
2407532237672094312,2021-10,0.63%
2407532237672094312,2021-10,0.51%
2407532237672094312,2021-10,39.98%
2407532237672094312,2021-10,0.43%
4850936440093751199,2021-09,1.00%
4850936440093751199,2021-09,0.61%
4850936440093751199,2021-09,0.54%
4850936440093751199,2021-09,0.77%
4850936440093751199,2021-09,0.43%
4850936440093751199,2021-09,0.54%
4850936440093751199,2021-10,21.61%
4850936440093751199,2021-10,0.42%
4850936440093751199,2021-10,1.15%
4850936440093751199,2021-10,0.69%
7770458886439606839,2021-09,1.46%
7770458886439606839,2021-09,1.46%
7770458886439606839,2021-09,1.46%
7770458886439606839,2021-09,1.46%
7770458886439606839,2021-09,1.47%
7770458886439606839,2021-09,1.71%
7770458886439606839,2021-10,0.41%
7770458886439606839,2021-10,0.35%
2346482557594782345,2021-09,2.91%
2346482557594782345,2021-09,5.10%
2346482557594782345,2021-09,3.99%
2346482557594782345,2021-09,5.10%
2346482557594782345,2021-09,3.99%
2346482557594782345,2021-09,5.10%
2346482557594782345,2021-10,3.10%
2346482557594782345,2021-10,3.10%
2346482557594782345,2021-10,3.10%
2346482557594782345,2021-10,3.10%
2346482557594782345,2021-10,3.10%
2346482557594782345,2021-10,3.10%
2346482557594782345,2021-10,3.10%
3454481508285917519,2021-09,0.73%
3454481508285917519,2021-09,0.92%
3454481508285917519,2021-09,0.73%
5162636608292907782,2021-09,37.49%
5162636608292907782,2021-09,2.45%
5162636608292907782,2021-09,37.49%
5162636608292907782,2021-09,5.76%
5162636608292907782,2021-10,2.17%
5162636608292907782,2021-10,50.71%
6916556752218696485,2021-09,0.41%
6916556752218696485,2021-09,0.60%
6916556752218696485,2021-09,0.67%
6916556752218696485,2021-09,0.60%
6916556752218696485,2021-09,5.32%
6916556752218696485,2021-10,0.11%
6916556752218696485,2021-10,0.27%
6916556752218696485,2021-10,0.26%
6916556752218696485,2021-10,0.11%
6916556752218696485,2021-10,0.14%
6916556752218696485,2021-10,0.10%
8350724667410677464,2021-09,0.59%
8350724667410677464,2021-09,0.59%
8350724667410677464,2021-09,0.59%
8350724667410677464,2021-09,0.59%
8350724667410677464,2021-10,3.99%
1477629972594346481,2021-09,1.47%
1477629972594346481,2021-09,3.42%
1477629972594346481,2021-10,2.31%
8784237149961904,2021-09,1.86%
8784237149961904,2021-10,3.82%
8784237149961904,2021-10,21.19%
6582676833651678345,2021-09,1.08%
6582676833651678345,2021-09,3.11%
6582676833651678345,2021-09,3.74%
6582676833651678345,2021-09,1.05%
6582676833651678345,2021-09,3.11%
6582676833651678345,2021-09,1.50%
6582676833651678345,2021-10,5.10%
6582676833651678345,2021-10,39.12%
6582676833651678345,2021-10,10.93%
6582676833651678345,2021-10,10.93%
6582676833651678345,2021-10,4.13%
7403979270048469991,2021-09,0.49%
7403979270048469991,2021-09,0.88%
696014079855281037,2021-09,0.35%
696014079855281037,2021-09,0.47%
696014079855281037,2021-09,0.47%
696014079855281037,2021-10,0.32%
696014079855281037,2021-10,0.68%
696014079855281037,2021-10,0.67%
696014079855281037,2021-10,0.61%
696014079855281037,2021-10,0.39%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,5.68%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,2.04%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,4.24%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,2.04%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,2.04%
1156053485989336481,2021-09,2.04%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,2.04%
1156053485989336481,2021-09,2.49%
1156053485989336481,2021-09,2.04%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,2.05%
1156053485989336481,2021-09,2.04%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,4.24%
1156053485989336481,2021-09,2.04%
1156053485989336481,2021-09,2.04%
1156053485989336481,2021-09,2.04%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,2.05%
1156053485989336481,2021-09,5.13%
1156053485989336481,2021-09,5.68%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,2.04%
1156053485989336481,2021-09,5.68%
1156053485989336481,2021-09,2.07%
1156053485989336481,2021-09,2.04%
1156053485989336481,2021-10,2.34%
1156053485989336481,2021-10,5.22%
1156053485989336481,2021-10,2.35%
1156053485989336481,2021-10,2.34%
1156053485989336481,2021-10,2.34%
1156053485989336481,2021-10,88.49%
1156053485989336481,2021-10,2.34%
1156053485989336481,2021-10,1.56%
1156053485989336481,2021-10,1.56%
1156053485989336481,2021-10,64.60%
1156053485989336481,2021-10,37.44%
1156053485989336481,2021-10,1.56%
1156053485989336481,2021-10,1.56%
1156053485989336481,2021-10,5.17%
1156053485989336481,2021-10,1.56%
1156053485989336481,2021-10,1.56%
1156053485989336481,2021-10,4.56%
1156053485989336481,2021-10,1.56%
1156053485989336481,2021-10,1.57%
1156053485989336481,2021-10,1.56%
1156053485989336481,2021-10,5.95%
1156053485989336481,2021-10,4.56%
1156053485989336481,2021-10,1.56%
1156053485989336481,2021-10,1.56%
1156053485989336481,2021-10,1.56%
1156053485989336481,2021-10,3.08%
1156053485989336481,2021-10,1.56%
1156053485989336481,2021-10,1.56%
1156053485989336481,2021-10,2.04%
7613717984547031729,2021-09,0.81%
7613717984547031729,2021-09,0.96%
7613717984547031729,2021-10,0.30%
7613717984547031729,2021-10,0.31%
5082813456193598086,2021-09,0.69%
5082813456193598086,2021-10,1.22%
5082813456193598086,2021-10,1.43%
4235078665660987689,2021-09,2.32%
4235078665660987689,2021-09,0.95%
4235078665660987689,2021-09,0.95%
4235078665660987689,2021-09,1.19%
4235078665660987689,2021-10,0.30%
4235078665660987689,2021-10,0.30%
4235078665660987689,2021-10,0.20%
5462970244186515758,2021-09,0.27%
5462970244186515758,2021-09,0.46%
5462970244186515758,2021-09,0.70%
5462970244186515758,2021-09,0.80%
5462970244186515758,2021-09,0.46%
5462970244186515758,2021-10,0.89%
5462970244186515758,2021-10,0.89%
5462970244186515758,2021-10,33.64%
5462970244186515758,2021-10,1.59%
5462970244186515758,2021-10,1.59%
5462970244186515758,2021-10,0.78%
5462970244186515758,2021-10,1.61%
1343530446996409207,2021-09,0.29%
1343530446996409207,2021-09,0.27%
1343530446996409207,2021-09,0.34%
1343530446996409207,2021-10,0.26%
1044568737046072781,2021-09,3.72%
1044568737046072781,2021-09,1.83%
1044568737046072781,2021-09,2.84%
1044568737046072781,2021-10,1.48%
7707459425750676368,2021-09,1.36%
7707459425750676368,2021-09,97.52%
7707459425750676368,2021-09,2.00%
7707459425750676368,2021-10,0.20%
7707459425750676368,2021-10,0.58%
761746217261797478,2021-09,0.04%
761746217261797478,2021-09,0.09%
761746217261797478,2021-10,0.07%
761746217261797478,2021-10,0.07%
1366416810235233769,2021-09,0.12%
1366416810235233769,2021-09,0.14%
1366416810235233769,2021-10,0.09%
4980232475645447238,2021-09,0.98%
4980232475645447238,2021-10,0.26%
2870813069335519467,2021-09,14.51%
7269781193318890653,2021-09,0.59%
7269781193318890653,2021-10,0.51%
7269781193318890653,2021-10,0.33%
7269781193318890653,2021-10,0.33%
2532435113844289043,2021-09,0.39%
2532435113844289043,2021-09,0.63%
2532435113844289043,2021-09,0.64%
2532435113844289043,2021-09,0.63%
2532435113844289043,2021-09,0.63%
2532435113844289043,2021-09,0.64%
2532435113844289043,2021-09,0.74%
2532435113844289043,2021-09,0.63%
2532435113844289043,2021-10,0.61%
2532435113844289043,2021-10,0.61%
2532435113844289043,2021-10,0.61%
2532435113844289043,2021-10,0.40%
2532435113844289043,2021-10,0.61%
2532435113844289043,2021-10,0.40%
2532435113844289043,2021-10,0.40%
107343823625119033,2021-09,0.27%
107343823625119033,2021-09,0.27%
107343823625119033,2021-09,0.27%
107343823625119033,2021-09,0.27%
107343823625119033,2021-10,0.89%
4762256864594914240,2021-09,0.09%
4762256864594914240,2021-09,0.08%
4762256864594914240,2021-10,14.54%
2083323809219952960,2021-09,31.27%
2083323809219952960,2021-09,0.89%
2083323809219952960,2021-09,0.89%
2083323809219952960,2021-09,0.89%
2083323809219952960,2021-09,31.27%
2083323809219952960,2021-09,31.27%
2083323809219952960,2021-09,31.27%
2083323809219952960,2021-09,31.27%
2083323809219952960,2021-09,0.21%
2083323809219952960,2021-09,0.21%
2083323809219952960,2021-09,0.63%
2083323809219952960,2021-10,0.17%
2083323809219952960,2021-10,0.50%
2083323809219952960,2021-10,0.21%
2083323809219952960,2021-10,0.07%
2083323809219952960,2021-10,0.50%
2083323809219952960,2021-10,0.07%
2083323809219952960,2021-10,0.17%
2083323809219952960,2021-10,0.50%
2083323809219952960,2021-10,0.10%
8901696535927078963,2021-09,1.73%
8901696535927078963,2021-09,0.80%
8901696535927078963,2021-09,4.94%
8901696535927078963,2021-10,3.36%
8901696535927078963,2021-10,2.95%
8901696535927078963,2021-10,2.95%
8901696535927078963,2021-10,2.94%
8901696535927078963,2021-10,1.54%
5176940320835464459,2021-09,0.76%
5176940320835464459,2021-09,0.38%
5176940320835464459,2021-09,0.80%
5176940320835464459,2021-09,0.51%
5176940320835464459,2021-09,0.38%
5176940320835464459,2021-09,0.23%
5176940320835464459,2021-09,0.72%
5176940320835464459,2021-09,0.39%
5176940320835464459,2021-09,0.48%
5176940320835464459,2021-09,0.69%
5176940320835464459,2021-09,0.34%
5176940320835464459,2021-10,1.60%
5176940320835464459,2021-10,0.82%
5176940320835464459,2021-10,1.60%
5176940320835464459,2021-10,0.74%
5176940320835464459,2021-10,0.98%
5176940320835464459,2021-10,0.98%
5176940320835464459,2021-10,0.82%
5176940320835464459,2021-10,57.63%
5176940320835464459,2021-10,1.47%
5176940320835464459,2021-10,0.67%
5176940320835464459,2021-10,0.68%
3977861004707764824,2021-09,2.07%
3977861004707764824,2021-09,5.18%
3977861004707764824,2021-09,5.18%
3977861004707764824,2021-09,9.74%
3977861004707764824,2021-09,5.18%
3977861004707764824,2021-09,3.94%
3977861004707764824,2021-09,5.18%
3977861004707764824,2021-09,5.18%
3977861004707764824,2021-09,9.74%
3977861004707764824,2021-10,2.97%
3977861004707764824,2021-10,6.54%
3977861004707764824,2021-10,3.81%
3977861004707764824,2021-10,5.01%
3977861004707764824,2021-10,5.01%
3977861004707764824,2021-10,4.81%
3977861004707764824,2021-10,6.13%
4995679129936981612,2021-09,0.20%
4995679129936981612,2021-09,0.53%
4995679129936981612,2021-09,0.53%
5057726374207815794,2021-09,61.61%
6842075380768862290,2021-09,1.67%
6842075380768862290,2021-10,1.30%
6842075380768862290,2021-10,1.30%
2508429106201166689,2021-09,1.09%
2508429106201166689,2021-09,1.53%
2508429106201166689,2021-10,1.17%
2508429106201166689,2021-10,1.29%
5136739522477907100,2021-09,0.65%
5136739522477907100,2021-09,17.35%
2530707686830644666,2021-09,0.83%
2530707686830644666,2021-09,0.52%
2530707686830644666,2021-10,1.13%
7458891296671174680,2021-09,1.16%
7458891296671174680,2021-10,1.35%
4327694790333781288,2021-09,2.90%
4327694790333781288,2021-10,0.68%
4327694790333781288,2021-10,0.68%
4327694790333781288,2021-10,0.96%
5108407319813072955,2021-09,4.29%
5108407319813072955,2021-09,7.78%
5108407319813072955,2021-10,0.36%
180672270337706285,2021-09,39.83%
180672270337706285,2021-09,39.83%
180672270337706285,2021-10,28.42%
180672270337706285,2021-10,12.38%
180672270337706285,2021-10,28.42%
8576047157867370630,2021-09,10.03%
8576047157867370630,2021-09,4.16%
8576047157867370630,2021-10,13.86%
8576047157867370630,2021-10,10.87%
8576047157867370630,2021-10,26.77%
6941381638534728190,2021-09,1.73%
6941381638534728190,2021-09,1.84%
6941381638534728190,2021-10,0.94%
314309872114206760,2021-09,0.34%
314309872114206760,2021-09,0.34%
314309872114206760,2021-09,0.34%
314309872114206760,2021-09,0.34%
314309872114206760,2021-09,0.34%
314309872114206760,2021-09,0.34%
314309872114206760,2021-09,0.34%
314309872114206760,2021-09,0.40%
2771214050521171719,2021-09,0.14%
2771214050521171719,2021-09,5.74%
2771214050521171719,2021-09,0.16%
2771214050521171719,2021-09,5.74%
2771214050521171719,2021-10,0.03%
3355881107559250653,2021-09,9.75%
3355881107559250653,2021-09,2.49%
3355881107559250653,2021-09,3.30%
3355881107559250653,2021-10,12.72%
3355881107559250653,2021-10,3.29%
3355881107559250653,2021-10,12.72%
3355881107559250653,2021-10,12.72%
3355881107559250653,2021-10,3.29%
3355881107559250653,2021-10,3.30%
3355881107559250653,2021-10,12.72%
3355881107559250653,2021-10,3.29%
3355881107559250653,2021-10,9.91%
3355881107559250653,2021-10,3.29%
3355881107559250653,2021-10,2.20%
3355881107559250653,2021-10,1.29%
3355881107559250653,2021-10,2.20%
3931892303497206092,2021-09,9.20%
3931892303497206092,2021-09,12.86%
3931892303497206092,2021-10,15.15%
2943087245123311166,2021-09,1.04%
2943087245123311166,2021-09,6.90%
2943087245123311166,2021-09,4.02%
2943087245123311166,2021-09,1.98%
2943087245123311166,2021-10,2.95%
324916756972236008,2021-09,0.40%
324916756972236008,2021-09,2.37%
324916756972236008,2021-09,1.22%
324916756972236008,2021-09,1.58%
4679462479444735708,2021-09,0.17%
4679462479444735708,2021-09,0.17%
4679462479444735708,2021-09,0.20%
4679462479444735708,2021-10,0.25%
4679462479444735708,2021-10,0.25%
4679462479444735708,2021-10,0.17%
4679462479444735708,2021-10,0.17%
7347715771145302549,2021-09,0.12%
